Music Rehearsal Space_rank,Recording Studio_rank,name,phone,address,website,location,search_datetime,neighborhood,email,extra_phones,social_links,categories,hour_category,other_info,detailed_hours,slogan,general_info,yp_url,space_image
,25,Show Me Audio Visual,(816) 358-5222,"4501 Blue Ridge Cut Off, Kansas City, MO 64133",https://showmeav.com/contact,"Kansas City, MO",2024-01-23 20:26:22,"East Side, Riss Lake",,,,"Audio-Visual Production Services, Audio-Visual Equipment, Audio-Visual Equipment-Renting & Leasing, CD, DVD & Cassette Duplicating Services, Recording Service-Sound & Video",,,,,,http://www.yellowpages.com/kansas-city-mo/mip/show-me-audio-visual-481377841,
,26,Allegro Media,(816) 322-3318,"15430 Andrews Rd, Kansas City, MO 64147",http://allegromediakc.com,"Kansas City, MO",2024-01-23 20:26:23,Richards Gebaur,,,,"Audio-Visual Creative Services, Motion Picture Film Services, Motion Picture Technicians, Production Companies-Film, TV, Radio, Etc, Recording Service-Sound & Video, Video Production Services, Video Production Services-Commercial",Regular Hours,,Mon - Fri: 8:00 am - 5:00 pm,,,http://www.yellowpages.com/kansas-city-mo/mip/allegro-media-458702240,
,27,Prizm Creative,(816) 471-1515,"1656 Washington St, Kansas City, MO 64108",http://prizmproductions.com,"Kansas City, MO",2024-01-23 20:26:23,"Downtown Kansas City, Westside North",marketing@prizmproductions.com,,,"Video Production Services, Communications Services, Motion Picture Film Services, Recording Service-Sound & Video, Video Production Services-Commercial",Regular Hours,,Mon - Fri: 8:30 am - 5:00 pm,,,http://www.yellowpages.com/kansas-city-mo/mip/prizm-creative-2762234,
,28,Rhymocide Records,(816) 699-1548,"Kansas City, MO 64127",,"Kansas City, MO",2024-01-23 20:26:23,,,,,"Bands & Orchestras, Musicians, Record Labels, Recording Service-Sound & Video",,,,,,http://www.yellowpages.com/kansas-city-mo/mip/rhymocide-records-457383197,
,29,Dee White Productionz,(816) 655-8118,"5118 NW Waukomis Dr, Northmoor, MO 64151",https://deewhiteproductionz.com,"Kansas City, MO",2024-01-23 20:26:23,,,,,Recording Service-Sound & Video,Regular Hours,,Mon - Sat: 9:00 am - 12:00 am,,Where Musical Success Matters The Most,http://www.yellowpages.com/northmoor-mo/mip/dee-white-productionz-552363032,
,30,Bubba Spins Records & Flop House,(913) 238-0606,"8708 E 81st Ter, Raytown, MO 64138",https://bubba-spins-records-and-flop-house.business.site,"Kansas City, MO",2024-01-23 20:26:23,,,,,Recording Service-Sound & Video,Regular Hours,,Mon - Sun: 5:00 am - 11:00 pm,,,http://www.yellowpages.com/raytown-mo/mip/bubba-spins-records-flop-house-544650234,
,2,Cleveland Recording Studio,(216) 443-4600,"2401 Carnegie Ave, Cleveland, OH 44115",,"Cleveland, OH",2024-01-23 20:26:23,Central,,,,"Recording Service-Sound & Video, Studio Rental",,,,,,http://www.yellowpages.com/cleveland-oh/mip/cleveland-recording-studio-15359182,
,3,Masterpiece Music Productions,(216) 696-4904,"2096 W 101st St, Cleveland, OH 44102",,"Cleveland, OH",2024-01-23 20:26:23,Cudell,,,,"Recording Service-Sound & Video, Studio Rental",,,,,,http://www.yellowpages.com/cleveland-oh/mip/masterpiece-music-productions-7983673,
,4,Azica Records,(216) 681-0778,"1645 Eddy Rd, Cleveland, OH 44112",http://azica.com,"Cleveland, OH",2024-01-23 20:26:23,,bruceegre@azica.com,TollFree:  (888) 349-3310,,Recording Service-Sound & Video,,,,,,http://www.yellowpages.com/cleveland-oh/mip/azica-records-3595344,
,5,Team100 Studios/Music Group,(216) 505-3479,"12509 Saint Clair Ave, Cleveland, OH 44108",https://team100musicgroup.wixsite.com/team100studiomusicgr,"Cleveland, OH",2024-01-23 20:26:23,Forest Hills,team100musicgroup@gmail.com,,,Recording Service-Sound & Video,Regular Hours,,Mon - Sun: Open 24 Hours,,"""Where You Should Always Think100"". Recording Studio , Production Studio , Photography/Videography, Management Team",http://www.yellowpages.com/cleveland-oh/mip/team100-studios-music-group-536534949,
,6,Big House Productions Cle,(440) 444-6512,"15409 St Clair Ave, Cleveland, OH 44110",,"Cleveland, OH",2024-01-23 20:26:23,,13thegemini@gmail.com,,,Recording Service-Sound & Video,,,,,"Our recording studio and production facilities are far from the claustrophobic confines typical of other recording studios, providing a unique and rewarding experience. We are conveniently located in the Cleveland area and are committed to quality productions. Contact Big House Productions to start making beautiful sounds with the very best in the biz.",http://www.yellowpages.com/cleveland-oh/mip/big-house-productions-cle-544272913,
,7,Bad Racket Recor,(216) 905-5714,"2220 Superior Ave E, Cleveland, OH 44114",http://badracket.com,"Cleveland, OH",2024-01-23 20:26:23,Downtown Cleveland,james@badracket.com,,,Recording Service-Sound & Video,Regular Hours,"Parking: Lot, Free",Mon - Sun: Open 24 Hours,,,http://www.yellowpages.com/cleveland-oh/mip/bad-racket-recor-496029533,https://i4.ypcdn.com/blob/f2aeb98e9d802d5f56460cd3d8f9ef40bba26866_228x168_crop.jpg
,8,Enfinite Studios,(812) 212-3957,"2220 Superior Ave E Suite 204, Cleveland, OH 44114",http://enfinitestudios.com,"Cleveland, OH",2024-01-23 20:26:23,,,,,"Recording Service-Sound & Video, Graphic Designers, Music Producers, Photography & Videography, Video Production Services",,,,Facilitating Creativity,,http://www.yellowpages.com/cleveland-oh/mip/enfinite-studios-509760457,https://i1.ypcdn.com/blob/b0fcd85282a267391d801c198e74c01c0df368ba_228x168_crop.jpg
,9,The White House Recording Studio,(888) 227-5655,"4306 South Euclid, Cleveland, OH 44121",https://www.northcoastdigital.net,"Cleveland, OH",2024-01-23 20:26:23,,,,,Recording Service-Sound & Video,,,,,,http://www.yellowpages.com/cleveland-oh/mip/the-white-house-recording-studio-565323804,
,10,Exit Stencil Recordings,(440) 476-0510,"6205 Detroit Ave, Cleveland, OH 44102",http://www.exitstencil.org,"Cleveland, OH",2024-01-23 20:26:23,Detroit - Shoreway,,Phone:  (216) 939-9099,,Recording Service-Sound & Video,,,,,,http://www.yellowpages.com/cleveland-oh/mip/exit-stencil-recordings-512683084,
,11,The PLUG music group recording studio,(216) 701-8243,"5500 Walworth Ave, Cleveland, OH 44102",https://theplugmusicgroup.wixsite.com/home,"Cleveland, OH",2024-01-23 20:26:23,,Patemdown@gmail.com,,,Recording Service-Sound & Video,,,,,,http://www.yellowpages.com/cleveland-oh/mip/the-plug-music-group-recording-studio-548682887,
,12,"Level 5, Inc.",(216) 661-5555,"1001 Belt Line Ave, Cleveland, OH 44109",http://levelfive.com,"Cleveland, OH",2024-01-23 20:26:23,Tremont,,,,Recording Service-Sound & Video,,,,,,http://www.yellowpages.com/cleveland-oh/mip/level-5-inc-15640376,
,13,B G Records Inc,(216) 631-2030,"10408 Berea Rd, Cleveland, OH 44102",,"Cleveland, OH",2024-01-23 20:26:23,Cudell,,,,Recording Service-Sound & Video,,,,,,http://www.yellowpages.com/cleveland-oh/mip/b-g-records-inc-1072418,
,14,Radio Records,(216) 387-8444,"16112 Throckley Ave, Cleveland, OH 44128",,"Cleveland, OH",2024-01-23 20:26:23,Lee - Miles,arodgers17@yahoo.com,Phone:  (216) 701-8945,,Recording Service-Sound & Video,,,,,,http://www.yellowpages.com/cleveland-oh/mip/radio-records-464100314,
,15,We Record Your Song.com,(216) 282-7077,"Cleveland, OH 44130",http://www.werecordyoursong.com,"Cleveland, OH",2024-01-23 20:26:23,,Werecordyoursong@gmail.coom,,,Recording Service-Sound & Video,,,,Professional song Demos and recording.,We record your SONG. COM gives song writers a reasonable WAY to GET their demo songs produced by professionals.,http://www.yellowpages.com/cleveland-oh/mip/we-record-your-song-com-506120353,
,16,Unbreakable Records,(216) 673-6621,"7518 Myron Ave, Cleveland, OH 44103",,"Cleveland, OH",2024-01-23 20:26:23,St. Clair - Superior,,Phone:  (216) 862-5347,,Recording Service-Sound & Video,Regular Hours,,Mon - Sat: 9:00 am - 7:00 pm,,,http://www.yellowpages.com/cleveland-oh/mip/unbreakable-records-466157989,
,17,Broken Promises Video Productions,(440) 840-2458,"Cleveland, OH 44134",,"Cleveland, OH",2024-01-23 20:26:23,,,,,"Recording Service-Sound & Video, Photography & Videography, Video Production Services, Video Production Services-Commercial, Wedding Photography & Videography",Regular Hours,,Mon - Sun: 8:00 am - 11:00 pm,,,http://www.yellowpages.com/cleveland-oh/mip/broken-promises-video-productions-465315822,
,18,Lava Room Recording,(216) 418-3897,"5001 Prospect Ave, Cleveland, OH 44103",http://www.lavaroomrecording.com,"Cleveland, OH",2024-01-23 20:26:23,Central,info@lavaroomrecording.com,,,"Recording Service-Sound & Video, Music Producers, Studio Rental",Regular Hours,Parking: Lot,Mon - Sun: Open 24 Hours,,"Lava Room Recording is Cleveland's premier recording studio for tracking and mixing music of all styles. In addition to music production, Lava Room Recording offers commercial services for voiceovers, radio spots, audio for TV commercials, ADR, sound design and spot delivery",http://www.yellowpages.com/cleveland-oh/mip/lava-room-recording-9884975,
,19,Magnetic North Studio,(216) 579-7170,"3029 Prospect Ave E, Cleveland, OH 44115",http://magneticnorthmastering.com,"Cleveland, OH",2024-01-23 20:26:23,Central,chriskeffer@gmail.com,,,"Recording Service-Sound & Video, Studio Rental",Regular Hours,,Mon - Sun: 8:00 am - 12:00 am,,,http://www.yellowpages.com/cleveland-oh/mip/magnetic-north-studio-28189208,
,20,Darkside Production Studio Inc.,(216) 759-8920,"10313 Pierpont Ave, Cleveland, OH 44108",,"Cleveland, OH",2024-01-23 20:26:23,Glenville,,,,Recording Service-Sound & Video,,,,,,http://www.yellowpages.com/cleveland-oh/mip/darkside-production-studio-inc-451291774,
,21,SM Video Productions,(440) 381-0189,"`, Cleveland, OH 44129",,"Cleveland, OH",2024-01-23 20:26:23,,smvideoproductions@outlook.com,MobilePhone:  (440) 381-0189,,"Audio-Visual Creative Services, Photography & Videography, Recording Service-Sound & Video, Video Production Services, Video Production Services-Commercial, Wedding Photography & Videography",Regular Hours,,Mon - Sun: Open 24 Hours,Video done right!,"Everything Video!   
Online Marketing, Weddings and Engagements, and Legal Videography.",http://www.yellowpages.com/cleveland-oh/mip/sm-video-productions-495303677,https://i1.ypcdn.com/blob/ecc1cbf14f840b03f871752125e1b5cafdf3b075_228x168_crop.jpg
,22,A To Z Audio,(440) 333-0040,"9449 Brookpark Rd, Cleveland, OH 44129",http://www.atozaudio.com,"Cleveland, OH",2024-01-23 20:26:23,,atozaudio@atozaudio.com,,,"Audio-Visual Creative Services, Audio-Visual Equipment, CD, DVD & Cassette Duplicating Services, Consumer Electronics, Printing Services, Recording Service-Sound & Video, Television & Radio Stores, Video Tape Editing Service",Regular Hours,Parking: Lot,"Mon - Fri: 9:00 am - 6:00 pm, Sat: 10:00 am - 2:00 pm, Sun Closed",,,http://www.yellowpages.com/cleveland-oh/mip/a-to-z-audio-474528669,https://i1.ypcdn.com/blob/91dfe78210e9d34a812e961f8464404628a10831_228x168_crop.jpg
,23,Ante Up Audio Recording Studio,(216) 432-8000,"1374 E 36th St, Cleveland, OH 44114",https://www.facebook.com/pages/ante-up-recordings/119430234776619,"Cleveland, OH",2024-01-23 20:26:23,Goodrich - Kirtland Park,admin@newvcorp.com,Phone:  (216) 938-9525 Phone:  (216) 938-9161,,"Recording Studio Equipment, Recording Service-Sound & Video",,,,,Visit Our Website for More Info!,http://www.yellowpages.com/cleveland-oh/mip/ante-up-audio-recording-studio-460118907,https://i3.ypcdn.com/blob/7bf119571c37582cecf9b69419d26fa6969662da_228x168_crop.jpg
,24,Henri K. W. Rapp Producer,(216) 501-1204,"2220 Superior Ave E, Cleveland, OH 44114",http://www.henrirapp.com,"Cleveland, OH",2024-01-23 20:26:23,Downtown Cleveland,hello@henrirapp.com,,,"Music Producers, Audio-Visual Production Services, Recording Service-Sound & Video, Recording Studio Equipment",Regular Hours,"Parking: Street, Free",Mon - Sun: Open 24 Hours,,,http://www.yellowpages.com/cleveland-oh/mip/henri-k-w-rapp-producer-505331214,
,25,Abydos Productions,(216) 377-1070,"2639 Curtiss Wright Pkwy, Cleveland, OH 44143",http://www.abydosproductions.net,"Cleveland, OH",2024-01-23 20:26:23,,info@abydosproductions.net,,,"Record Labels, Management Consultants, Production Companies-Film, TV, Radio, Etc, Recording Service-Sound & Video, Recording Studio Equipment",Regular Hours,,"Mon - Sat: 9:00 am - 9:00 pm, Sun: 10:00 am - 8:00 pm",,,http://www.yellowpages.com/cleveland-oh/mip/abydos-productions-478367631,
,26,Swank Audio Visuals Inc,(216) 566-9381,"1260 Euclid Ave, Cleveland, OH 44115",http://www.wyndham.com,"Cleveland, OH",2024-01-23 20:26:23,Downtown Cleveland,customerservice@wyndham.com,,,"Audio-Visual Creative Services, Recording Service-Sound & Video",,,,,,http://www.yellowpages.com/cleveland-oh/mip/swank-audio-visuals-inc-14164328,
,27,Unknown sound Recording Company,(216) 926-6497,"12555 Bellaire Rd, Cleveland, OH 44135",,"Cleveland, OH",2024-01-23 20:26:23,,,,,"Clothing Stores, Audio-Visual Production Services, Music Producers, Recording Service-Sound & Video",,,,,,http://www.yellowpages.com/cleveland-oh/mip/unknown-sound-recording-company-531042414,
,28,Custom Video,(216) 658-8825,"4173 Stonehaven Rd, Cleveland, OH 44121",http://customvideousa.com,"Cleveland, OH",2024-01-23 20:26:23,,customvideolr@sbcglobal.net,,,"Video Production Services, Motion Picture Film Services, Recording Service-Sound & Video",,,,,,http://www.yellowpages.com/cleveland-oh/mip/custom-video-21859747,
,29,Starlife entertainment,(216) 386-7188,"19111 bella dr, Cleveland, OH 44119",,"Cleveland, OH",2024-01-23 20:26:23,North Collinwood,,,,"Record Labels, Recording Service-Sound & Video",,,,,,http://www.yellowpages.com/cleveland-oh/mip/starlife-entertainment-533307764,
,30,Frisson Media,(216) 410-2716,"3143 W 33rd St Ste 2, Cleveland, OH 44109",http://frissonmedia.com,"Cleveland, OH",2024-01-23 20:26:23,Clark - Fulton,,,,"Animation Services, Graphic Designers, Recording Service-Sound & Video, Video Production Services, Video Production Services-Commercial",Regular Hours,,"Mon - Fri: 8:00 am - 6:00 pm, Sat: 10:00 am - 5:00 pm, Sun Closed",,,http://www.yellowpages.com/cleveland-oh/mip/frisson-media-480215017,
1,,Sound Associates Inc,(404) 724-9050,"560 Amsterdam Ave NE Ste F, Atlanta, GA 30306",http://www.soundassociates.com,"Atlanta, GA",2024-01-23 20:27:27,"Northeast Atlanta, Morningside - Lenox Park",johnny@soundassociates.com,Fax Number:  (404) 724-9891,"https://www.yelp.com/biz/sound-associates-atlanta, https://www.facebook.com/soundassociatesinc%20, https://foursquare.com/v/sound-associates/4d598b76c88da1cd69643b68","Recording Service-Sound & Video, Audio-Visual Creative Services, Audio-Visual Production Services, Electronic Equipment & Supplies-Wholesale & Manufacturers, Recording Studio Equipment, Sound Systems & Equipment, Studio Rental, Translation Equipment",,Parking: Lot,,,,http://www.yellowpages.com/atlanta-ga/mip/sound-associates-inc-3545507?lid=1000545857513,
3,,"Music Management Group, LLC",(404) 832-5522,"1 N Peachtree Rd, Atlanta, GA 30338",http://www.musicmgt.com,"Atlanta, GA",2024-01-23 20:27:27,,info@MusicMgt.com,,,"Recording Service-Sound & Video, Music Producers, Publishers",Regular Hours,,"Mon - Fri: 9:00 am - 5:00 pm, Sat - Sun Closed",,"Music Management Group, LLC, is a newly created entity which owns and operates the up and coming website titled MusicMgt.com. The group's holdings also includes a state of the art recording studio offering both full audio and video services. The co-founders are very highly respected music producers within the music industry and have worked with recording artists from The Temptations to the Backstreet Boys just to name a few. Their expertise also includes producing soundtracks for top grossing motion pictures including music videos for well known recording artists. The office is located in the prominent Buckhead area of Atlanta.",http://www.yellowpages.com/atlanta-ga/mip/music-management-group-llc-467155856,
4,,Knock Hard Productions,(404) 321-4999,"5891 New Peachtree Rd, Atlanta, GA 30340",http://knockhardproductions.com/audio.html,"Atlanta, GA",2024-01-23 20:27:27,,jacobsonp@bellsouth.net,,,"Recording Service-Sound & Video, Studio Rental",,,,"Recording,mixing, mastering starting at $45 per hour.","Founded by Peter Jacobson and Huston Singletary in 1990, Knock Hard Productions is a full service recording studio that offers skilled studio musician, engineer, and producer assistance for a cost effective price. With twenty years of experience working with artists in the Atlanta area as well as an additional decade of performing on stages from New York to Los Angeles, you'll have that wellspring of knowledge to draw from in Knock Hard.  Any style of guitar (from smooth Spanish and steel string acoustic guitar to crunchy hard hitting rock), keyboards (elegant piano and soulful Hammond organ to crafty synth playing), real electric bass, and live drums all offered to enhance your project at no additional charge. We do R&B, Hip Hop, Soul, Jazz, Authentic Gospel, Country, and Rock as well as World Music. If you have a musical idea but don't play an instrument, not to worry! We have had many clients over the years that simply hum parts to us that we're able to translate into real instruments. Let us help you get that song idea out of your head and onto a CD.",http://www.yellowpages.com/atlanta-ga/mip/knock-hard-productions-3623181,https://i2.ypcdn.com/blob/71940ef80231925f16338e3777acbc73c58a58f1_228x168_crop.jpg
5,,Creative Sound Concepts,(404) 873-6628,"1491 Northside Dr NW, Atlanta, GA 30318",http://www.creativesoundconcepts.com,"Atlanta, GA",2024-01-23 20:27:27,"Loring Heights, Northeast Atlanta",SpencerH@creativesoundconcepts.com,Phone:  (404) 875-6220,,"Recording Service-Sound & Video, Studio Rental",Regular Hours,,Mon - Fri: 9:00 am - 6:00 pm,,Creative Sound Concepts - Sound Starts Here and Goes Everywhere: Sound design for corporate communications & documentaries - music and sound effects library - Voice Recording - voice editing Please view our Website for examples of our projects! We proudly serve clients - National - International - Atlanta Local - Those working with Atlanta talent - The Southeastern USA Services also include Foreign language adaptation & Replacement - Indeoendent films - Documentaries - More. Please contact us about your sound needs today!,http://www.yellowpages.com/atlanta-ga/mip/creative-sound-concepts-14334555,
